PCT,CRIME,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
107.0,TOTAL VIOLATION OFFENSES,1372.0,1512.0,1485.0,1241.0,1148.0,927.0,857.0,906.0,833.0,848.0,792.0,743.0,637.0,722,626,674,627,702,678
108.0,TOTAL VIOLATION OFFENSES,1203.0,1197.0,1080.0,919.0,965.0,781.0,803.0,761.0,698.0,728.0,730.0,672.0,684.0,816,847,734,685,857,911
109.0,TOTAL VIOLATION OFFENSES,1764.0,1903.0,1835.0,1700.0,1369.0,1196.0,1064.0,1073.0,1110.0,1070.0,1005.0,952.0,924.0,907,1161,1045,1455,1430,1357
110.0,TOTAL VIOLATION OFFENSES,1258.0,1318.0,1363.0,1137.0,1064.0,973.0,985.0,976.0,900.0,855.0,744.0,671.0,669.0,713,723,670,689,734,842
111.0,TOTAL VIOLATION OFFENSES,775.0,750.0,667.0,565.0,508.0,493.0,434.0,480.0,470.0,448.0,401.0,393.0,364.0,399,368,343,447,423,487
112.0,TOTAL VIOLATION OFFENSES,938.0,949.0,949.0,683.0,710.0,541.0,471.0,470.0,366.0,395.0,361.0,343.0,385.0,371,372,309,436,397,413
113.0,TOTAL VIOLATION OFFENSES,1236.0,1406.0,1308.0,1023.0,1032.0,989.0,1109.0,1097.0,1027.0,959.0,883.0,824.0,793.0,890,814,771,827,922,928
114.0,TOTAL VIOLATION OFFENSES,2605.0,2667.0,2357.0,1701.0,1712.0,1678.0,1381.0,1251.0,1139.0,1212.0,1152.0,1152.0,1356.0,1363,1493,1345,1360,1444,1305
115.0,TOTAL VIOLATION OFFENSES,1402.0,1457.0,1247.0,1012.0,966.0,1046.0,1139.0,1116.0,1049.0,975.0,1034.0,1008.0,896.0,996,918,820,1002,1236,1180
120.0,TOTAL VIOLATION OFFENSES,2404.0,2356.0,2055.0,1788.0,2037.0,2137.0,2264.0,2205.0,1934.0,2005.0,2123.0,1872.0,1921.0,1792,1642,1660,1531,1653,1650
121.0,TOTAL VIOLATION OFFENSES,,,,,,,,,,,,,,608,1144,1118,1195,1237,1226
122.0,TOTAL VIOLATION OFFENSES,2486.0,2288.0,2200.0,2000.0,2286.0,1973.0,2257.0,2215.0,2065.0,1783.0,1771.0,1595.0,1597.0,1247,1084,1031,1083,1293,1210
123.0,TOTAL VIOLATION OFFENSES,787.0,940.0,820.0,818.0,834.0,791.0,829.0,789.0,743.0,696.0,650.0,624.0,601.0,499,533,562,559,439,463
